sample_id,IoU_AUD,IoU_SLOT7,IoU_SLOTHR,IoU_AUD7,IoU_AUDHR,IoU_OBJ,IoU_OGL,outcome_7,outcome_HR14,ownership_confidence_7,ownership_confidence_HR14,IoU_AUD_SLOT_L4_7_A0.5,IoU_AUD_SLOT_L4_7_A0.6,IoU_AUD_SLOT_L4_7_A0.7,IoU_AUD_SLOT_L4_7_A0.8,IoU_AUD_SLOT_L4_7_A0.9,IoU_AUD_SLOT_L4_HR14_A0.5,IoU_AUD_SLOT_L4_HR14_A0.6,IoU_AUD_SLOT_L4_HR14_A0.7,IoU_AUD_SLOT_L4_HR14_A0.8,IoU_AUD_SLOT_L4_HR14_A0.9,eval_soft_containment_7,eval_seed_top10_7,eval_seed_top20_7,centroid_distance_7,js_divergence_7,extent_aud_7,extent_slot_7,extent_ratio_7,raw_seed_top10_7,raw_seed_top20_7,eval_soft_containment_HR14,eval_seed_top10_HR14,eval_seed_top20_HR14,centroid_distance_HR14,js_divergence_HR14,extent_aud_HR14,extent_slot_HR14,extent_ratio_HR14,raw_seed_top10_HR14,raw_seed_top20_HR14
-0BIyqJj9ZU_000030,0.299209068494028,0.22160024650780608,0.25482158810237004,0.30645869070890014,0.3166204308093995,0.42272030651340997,0.34181855912565284,Neutral,Neutral,0.5205148458480835,0.6677699089050293,0.2886131142042596,0.30645869070890014,0.3153341175577733,0.3153704837721984,0.30554434127304536,0.305464996568291,0.3166204308093995,0.32078243389516004,0.3195088975773742,0.30783050847457627,14608.5625,0.8072880506515503,0.7192675471305847,0.048459753284607644,0.019421201158362836,0.6440330038265306,0.5148875956632653,0.7994739285161688,0.20233258605003357,0.1855977475643158,14329.640625,0.8291856050491333,0.7454771399497986,0.05158073473729019,0.02572555409925547,0.6440330038265306,0.4794124681122449,0.7443911496209191,0.12264720350503922,0.11267168819904327
-0UuUoXQUoI_000107,0.6284455632473254,0.39546014939444485,0.31785490931832394,0.5467828041584715,0.5088318674129534,0.2959703984477235,0.45500074378935884,Neutral,Neutral,0.511236846446991,0.6027685403823853,0.5150679117147708,0.5467828041584715,0.5806630986307083,0.6018512262684954,0.6203800786369593,0.4707490028069139,0.5088318674129534,0.5535205245153934,0.5894519131334023,0.6187603579714949,8553.705078125,0.8092586398124695,0.681839644908905,0.0766509824251516,0.050425782744714424,0.6334502551020408,0.38950892857142855,0.6149005789076265,0.46324533224105835,0.39113396406173706,7414.46875,0.7236897945404053,0.5847846269607544,0.06861872320229292,0.04213550530562094,0.6334502551020408,0.4145009566326531,0.6543543921469922,0.3141389787197113,0.2522115111351013
-2-wdcN5vOw_000017,0.6180354539500095,0.3584955929042428,0.2973875116827629,0.46691501044335826,0.42923714187090095,0.3897850673635831,0.5247595067467234,Hurt,Hurt,0.28826165199279785,0.4036056399345398,0.4396303590365096,0.46691501044335826,0.49943226856910256,0.5332721921255812,0.5754364354585227,0.40051629137923556,0.42923714187090095,0.4730567170580037,0.516552474867132,0.5675951303461023,17824.787109375,0.9129565358161926,0.8628752827644348,0.01768009317214689,0.022907385040250527,0.6760004783163265,0.5116191007653061,0.7568324537869632,0.5024685859680176,0.47249752283096313,16506.263671875,0.9200343489646912,0.8477180600166321,0.019824179335992353,0.024158106267036107,0.6760004783163265,0.5033083545918368,0.7445384592706153,0.37929731607437134,0.348642498254776
-23CeprtibU_000030,0.35660546925150854,0.19735415311212318,0.2686449938532987,0.3471324717285945,0.3516082711085583,0.3822492636051958,0.39265782767186036,Neutral,Neutral,0.5683997869491577,0.6456770896911621,0.3378173268652719,0.3471324717285945,0.353188036818398,0.3578853337664447,0.3573689028377141,0.34629079245505107,0.3516082711085583,0.3567802552236713,0.36052933778093726,0.36002015433981277,20164.84375,0.8099010586738586,0.7851428985595703,0.01807133372639312,0.011172541535203145,0.7020288584183674,0.6081792091836735,0.8663165365507453,0.1254441887140274,0.12411360442638397,21897.796875,0.9010837078094482,0.8505327105522156,0.014792670416485514,0.006065593175967944,0.7020288584183674,0.6277303890306123,0.89416607523066,0.09993439167737961,0.09606828540563583
-2Dm0VjW8oM_000001,0.5905244122965642,0.46594997248910147,0.4375326939843069,0.5160258940554195,0.5049549002952716,0.5322961463867105,0.5793792781580585,Neutral,Neutral,0.46252912282943726,0.4969649910926819,0.5056895584582098,0.5160258940554195,0.5287432117920869,0.5454891511229539,0.5659542835904107,0.4914290423603099,0.5049549002952716,0.5226930693069307,0.5437091976667826,0.5663607417119311,13222.2705078125,0.9163647294044495,0.8617926836013794,0.015108973047218784,0.04157543706086343,0.6449099170918368,0.38928970025510207,0.6036342284990266,0.6256885528564453,0.5778323411941528,12123.0947265625,0.9400254487991333,0.8523861169815063,0.01535224221647984,0.059466396833763514,0.6449099170918368,0.34566326530612246,0.5359868969992893,0.504670262336731,0.4557034373283386
-2sOH8XovEE_000484,0.15380407338831847,0.1923987998104964,0.23246199834637155,0.16776059117822556,0.1829512463710081,0.20038377192982457,0.1596767147225863,Neutral,Neutral,0.24016201496124268,0.2970603108406067,0.17156402553511077,0.16776059117822556,0.16415162130602712,0.16014546729176707,0.1568131113780676,0.190563086548488,0.1829512463710081,0.17511498658489844,0.16728454391505332,0.16016652059596845,17044.46484375,0.9018535017967224,0.8568732738494873,0.013462568797357655,0.008525563606820654,0.6294842155612245,0.5319475446428571,0.8450530315022954,0.6244013905525208,0.5886185169219971,15461.0791015625,0.8908748030662537,0.8302046060562134,0.01664895089052948,0.014799871553722348,0.6294842155612245,0.4947983099489796,0.7860376761120785,0.5031309127807617,0.4659697413444519
-3Kv4fdm7Uk_000030,0.21268510538274701,0.7984952567877004,0.6951449648310173,0.6248848987108656,0.6817953231078703,0.2927117841930904,0.26331360946745563,Rescue,Rescue,0.6483510136604309,0.7221580743789673,0.7144361100144756,0.6248848987108656,0.4231488698363211,0.310388199645532,0.25477497770894925,0.7955384842665091,0.6817953231078703,0.4688660506088609,0.3315419847328244,0.2617520852417916,8785.9248046875,0.8083483576774597,0.6063376069068909,0.09278389288914289,0.06083886511027488,0.6916254783163265,0.4246851084183674,0.6140391320635105,0.2361408919095993,0.175166055560112,8664.6455078125,0.7534865736961365,0.5670475959777832,0.07700539451256588,0.037816776562243026,0.6916254783163265,0.49232700892857145,0.7118404748868975,0.15523116290569305,0.11704480648040771
-4bPiXbovf0_000008,0.3683596786732314,0.5634868660408936,0.6223573704025485,0.48084477101529643,0.4826318691417019,0.7401919732010565,0.5110013669033027,Neutral,Neutral,0.439725399017334,0.5174555778503418,0.5167809088601167,0.48084477101529643,0.4514501891551072,0.4233352523507964,0.39548718670796956,0.5128717820544864,0.4826318691417019,0.4534864230640295,0.422902104579657,0.39491584852734923,14679.8671875,0.8697540163993835,0.7643581032752991,0.0289914158023853,0.02308574218150812,0.6737683354591837,0.5252511160714286,0.7795722779306061,0.2937626838684082,0.26267319917678833,15302.525390625,0.875251829624176,0.7835187315940857,0.022473968936433567,0.015193021801154453,0.6737683354591837,0.5480309311224489,0.8133818439968054,0.2324274480342865,0.20852260291576385
-5CGQGSFGyg_000060,0.2660986547085202,0.692010692010692,0.7274404304381246,0.5562793371012549,0.5673161656712034,0.40824329731892756,0.35866279772699794,Rescue,Rescue,0.6094697713851929,0.6492704749107361,0.6016733742851091,0.5562793371012549,0.5001272804412389,0.43401888311498205,0.34294630988845864,0.610851871947911,0.5673161656712034,0.507443421392307,0.43522935779816513,0.33852473044668835,8550.822265625,0.7459463477134705,0.630698561668396,0.05402416794206165,0.05690647290814352,0.6889548788265306,0.4151187818877551,0.6025340623101623,0.27259939908981323,0.2302635908126831,8983.41015625,0.7654556632041931,0.6298329830169678,0.03488128779025014,0.03731471182109242,0.6889548788265306,0.4838966836734694,0.7023633891637016,0.22013723850250244,0.18096953630447388
-5z9IXBJefc_000227,0.23364234851538357,0.26996999432325036,0.2951856385148919,0.29124657808639914,0.30333533653846156,0.1534697508896797,0.22880606908742726,Neutral,Neutral,0.5648952722549438,0.6283833980560303,0.29863286812873824,0.29124657808639914,0.2820368282600526,0.271177565743542,0.2581447006558071,0.29565357114164054,0.30333533653846156,0.29162140141227594,0.2768562159515211,0.2597003664582884,8101.439453125,0.8181809186935425,0.6971720457077026,0.13915406952911896,0.11946660276649826,0.6830157844387755,0.26793686224489793,0.39228502232207985,0.6102180480957031,0.5259295701980591,6778.21044921875,0.7396702766418457,0.580877423286438,0.13417136229729493,0.10414728384443873,0.6830157844387755,0.285953443877551,0.4186630095415949,0.4451599717140198,0.35078540444374084
