sample_id,IoU_AUD,IoU_SLOT7,IoU_SLOTHR,IoU_AUD7,IoU_AUDHR,IoU_OBJ,IoU_OGL,outcome_7,outcome_HR14,ownership_confidence_7,ownership_confidence_HR14,IoU_AUD_SLOT_L4_7_A0.5,IoU_AUD_SLOT_L4_7_A0.6,IoU_AUD_SLOT_L4_7_A0.7,IoU_AUD_SLOT_L4_7_A0.8,IoU_AUD_SLOT_L4_7_A0.9,IoU_AUD_SLOT_L4_HR14_A0.5,IoU_AUD_SLOT_L4_HR14_A0.6,IoU_AUD_SLOT_L4_HR14_A0.7,IoU_AUD_SLOT_L4_HR14_A0.8,IoU_AUD_SLOT_L4_HR14_A0.9,eval_soft_containment_7,eval_seed_top10_7,eval_seed_top20_7,centroid_distance_7,js_divergence_7,extent_aud_7,extent_slot_7,extent_ratio_7,raw_seed_top10_7,raw_seed_top20_7,eval_soft_containment_HR14,eval_seed_top10_HR14,eval_seed_top20_HR14,centroid_distance_HR14,js_divergence_HR14,extent_aud_HR14,extent_slot_HR14,extent_ratio_HR14,raw_seed_top10_HR14,raw_seed_top20_HR14
10000130166,0.7799756972899652,0.7084479309913739,0.6583036328393672,0.7808446039194038,0.7580094904320318,0.3419621084224348,0.7098819277859123,Neutral,Neutral,0.4012526273727417,0.3481040596961975,0.7694721870072044,0.7808446039194038,0.7899699827173221,0.7959637906309751,0.7932032026181988,0.7408458611440334,0.7580094904320318,0.7746279670397245,0.7892351532421863,0.7926854476730452,21954.3515625,0.9001672267913818,0.8968825340270996,0.02356589447684359,0.021699716460752753,0.6896125637755102,0.5233179209183674,0.7588578694873129,0.9348151087760925,0.9269669651985168,21177.69921875,0.968428909778595,0.9514206051826477,0.027332172737388874,0.03271814399718319,0.6896125637755102,0.4787747130102041,0.6942662273857003,0.9164501428604126,0.8997594714164734
10007936344,0.643244233840354,0.736054510481531,0.7305203337494252,0.6883424934914666,0.6903254307171256,0.6120944992947814,0.7530049229588901,Neutral,Neutral,0.2939804196357727,0.2255266308784485,0.6972506962137821,0.6883424934914666,0.6803989346631155,0.6707773313010946,0.6590387161267662,0.6990694733038215,0.6903254307171256,0.6817711328349626,0.6718238077903167,0.6592537313432836,25037.197265625,0.9049354195594788,0.9042773842811584,0.004483457351023132,0.013113111441889676,0.698600924744898,0.5858179209183674,0.8385587538869712,0.8452531099319458,0.844054102897644,25587.99609375,0.9605817198753357,0.9462004899978638,0.004320667323153432,0.01188878210566821,0.698600924744898,0.5841238839285714,0.8361338544489771,0.8417125940322876,0.8312129974365234
10008553263,0.3685962111857362,0.38944170148120016,0.4104006586169045,0.3890837804374742,0.3906810654154016,0.03252355245051339,0.4255714624693506,Neutral,Neutral,0.2622449994087219,0.17804807424545288,0.3902520359449593,0.3890837804374742,0.38572670724366265,0.3795764189320075,0.37537946358714364,0.39515327845586146,0.3906810654154016,0.3860236286354965,0.38163835385065126,0.3756819464476077,24943.79296875,0.9303617477416992,0.93585604429245,0.024480278426318638,0.01242463299163872,0.7135881696428571,0.6057477678571429,0.8488758553274683,0.8708171844482422,0.8648992776870728,24523.8359375,0.9383146166801453,0.9233283400535583,0.021563948597694803,0.00825865861344564,0.7135881696428571,0.6198381696428571,0.8686217008797654,0.837774932384491,0.8197654485702515
10009662863,0.6527465584486593,0.6399876607260541,0.6630331282065859,0.6730776825559812,0.6804702181823028,0.5279820227689562,0.674903692567885,Neutral,Neutral,0.2251688838005066,0.20991939306259155,0.6697870753825053,0.6730776825559812,0.6724851188546381,0.6709200891435848,0.6646709568204733,0.6820455130724712,0.6804702181823028,0.6781041685765549,0.6745845364132178,0.667213217347769,28352.02734375,0.900474488735199,0.8943020105361938,0.016092698308574654,0.008550241863825359,0.7189094387755102,0.6336894132653061,0.8814593036149924,0.8107309341430664,0.8096267580986023,29061.5703125,0.95039302110672,0.943383514881134,0.018119842356381588,0.008831894767472006,0.7189094387755102,0.6244818239795918,0.868651585717454,0.8313840627670288,0.8251901865005493
10013411946,0.5230990753430599,0.46472229152019595,0.5227445121250431,0.5419242934394449,0.560901403722277,0.3695958392025138,0.6056909722944984,Neutral,Neutral,0.17772066593170166,0.1857609748840332,0.5431225588514726,0.5419242934394449,0.5391427281116848,0.535693415521499,0.5284188149669423,0.5626895528166742,0.560901403722277,0.557782802664548,0.5506048347696938,0.5380688206130084,17440.12890625,0.8347141742706299,0.7799965143203735,0.005812779177580794,0.011742234295176842,0.6882971938775511,0.5883290816326531,0.8547602501737317,0.6584457755088806,0.6206880807876587,18170.611328125,0.9151416420936584,0.8628779053688049,0.014622370476851384,0.014825517619935035,0.6882971938775511,0.5591119260204082,0.8123117905953208,0.7316253185272217,0.6909223794937134
10016382545,0.6273317650177264,0.47984564111559375,0.5735247767466293,0.5822845417236662,0.6102158814875637,0.3830998068784156,0.6365752715985514,Neutral,Neutral,0.22482717037200928,0.1950932741165161,0.5625666425893441,0.5822845417236662,0.6023422627141691,0.6138662261479334,0.6228384118807907,0.6049518569463549,0.6102158814875637,0.6147175842486483,0.6190251147718067,0.6244645964395663,19063.91796875,0.9442135095596313,0.8942120671272278,0.03342840194731996,0.010351900642366862,0.6893335459183674,0.5940290178571429,0.8617439574418874,0.8971692323684692,0.8487079739570618,19764.080078125,0.944390058517456,0.9005918502807617,0.029606968647893077,0.007084075050436782,0.6893335459183674,0.6019810267857143,0.8732797502023824,0.8874930143356323,0.8459933996200562
10031203703,0.8400152418279306,0.8147777927867081,0.8374975185048638,0.8297880955594548,0.8457165044235516,0.4386279882830955,0.8394592499850951,Neutral,Neutral,0.17129677534103394,0.15955126285552979,0.8265657816791426,0.8297880955594548,0.8325622920217515,0.8354390911802185,0.8380603096984515,0.8443611745695659,0.8457165044235516,0.8449779249448124,0.8436710251620702,0.8419850668708804,28746.05078125,0.9292303323745728,0.925733745098114,0.02015244750466986,0.003211658516086469,0.6807238520408163,0.6462850765306123,0.9494085958543156,0.7778228521347046,0.7780187726020813,27545.048828125,0.9493986964225769,0.9349662661552429,0.021594091805564715,0.003305062150299713,0.6807238520408163,0.6303411989795918,0.9259866494905727,0.7989534735679626,0.7891117930412292
10035917404,0.681939433971851,0.4760572411180088,0.5899052693901717,0.6631593368954651,0.6837515000976808,0.508176646171901,0.6950018557466288,Neutral,Neutral,0.2109392285346985,0.1858994960784912,0.65612487750245,0.6631593368954651,0.666314635580985,0.6729996058336618,0.6783425500025841,0.6770729908371393,0.6837515000976808,0.6805646036916395,0.681953409302202,0.6818134593906652,19344.818359375,0.7582622766494751,0.7180355787277222,0.010838121276148614,0.011384325367694566,0.6847895408163265,0.5842833227040817,0.8532305005820723,0.44453850388526917,0.42413052916526794,21113.76171875,0.888911247253418,0.853690505027771,0.017548675054790193,0.012407542314296497,0.6847895408163265,0.5652303890306123,0.8254074505238651,0.5913714170455933,0.5666869878768921
10045181004,0.6421705522040332,0.6154481111364793,0.6058454577225155,0.6384341046694866,0.6216640234648113,0.47009041735693896,0.6487230800301099,Neutral,Neutral,0.2506933808326721,0.21186035871505737,0.6374409574557496,0.6384341046694866,0.64000065424688,0.6407413962318794,0.6423326543180634,0.6200038181849737,0.6216640234648113,0.6246551061019047,0.6306229647690269,0.6399795778355697,20335.638671875,0.9417890310287476,0.9192948341369629,0.022597093551573612,0.010888186238092179,0.6967474489795918,0.5884088010204082,0.844508009153318,0.9038869738578796,0.8778451681137085,19123.673828125,0.9543524384498596,0.9114920496940613,0.01474288725398774,0.01265980799864961,0.6967474489795918,0.5715680803571429,0.820337528604119,0.8790378570556641,0.8372880816459656
10060697266,0.86928011404134,0.6760159792337385,0.6263862785933187,0.7752405239364785,0.7525275312912552,0.5993507258078081,0.7931000313785074,Neutral,Neutral,0.3016985058784485,0.2736389636993408,0.7589123665850775,0.7752405239364785,0.7929066113935087,0.8132817978700849,0.8396891175000403,0.7269188826440734,0.7525275312912552,0.7782035332172182,0.8083983893499876,0.8403233383551214,19182.693359375,0.921676516532898,0.9043854475021362,0.020858302058822168,0.023056404071466904,0.670280612244898,0.5040258290816326,0.7519624167459562,0.8282195925712585,0.8116070032119751,18139.271484375,0.9361411929130554,0.8947944641113281,0.021156379037469752,0.024692150665599127,0.670280612244898,0.49204799107142855,0.7340925309229305,0.808483898639679,0.77546226978302
