sample_id,IoU_AUD,IoU_IMG_QUERY,IoU_SLOT_L3,IoU_SLOT_L4,IoU_AUD_SLOT_L3,IoU_AUD_SLOT_L4,IoU_OBJ_PRIOR,IoU_OGL,IoU_AUD_SLOT_L3_A0.5,IoU_AUD_SLOT_L3_A0.6,IoU_AUD_SLOT_L3_A0.7,IoU_AUD_SLOT_L3_A0.8,IoU_AUD_SLOT_L3_A0.9,IoU_AUD_SLOT_L4_A0.5,IoU_AUD_SLOT_L4_A0.6,IoU_AUD_SLOT_L4_A0.7,IoU_AUD_SLOT_L4_A0.8,IoU_AUD_SLOT_L4_A0.9,pearson__AUD_FINE__SLOT_L3,spearman__AUD_FINE__SLOT_L3,js__AUD_FINE__SLOT_L3,pearson__AUD_FINE__SLOT_L4,spearman__AUD_FINE__SLOT_L4,js__AUD_FINE__SLOT_L4,pearson__AUD_FINE__OBJ_PRIOR,spearman__AUD_FINE__OBJ_PRIOR,js__AUD_FINE__OBJ_PRIOR,pearson__SLOT_L3__OBJ_PRIOR,spearman__SLOT_L3__OBJ_PRIOR,js__SLOT_L3__OBJ_PRIOR,pearson__SLOT_L4__OBJ_PRIOR,spearman__SLOT_L4__OBJ_PRIOR,js__SLOT_L4__OBJ_PRIOR
10000130166,0.7799756972899652,0.7042819190498515,0.40094800625488664,0.7084479309913739,0.5878750765462339,0.7808446039194038,0.3419621084224348,0.7098819277859123,0.5157077351383809,0.5878750765462339,0.6582823749133958,0.7432528514294179,0.782111292010699,0.7694721870072044,0.7808446039194038,0.7899699827173221,0.7959637906309751,0.7932032026181988,0.09847000418156236,0.09755613710950876,0.045215350678429626,0.9589080669753922,0.9691199095003562,0.021699716460752753,0.9088553621680936,0.9526112813523454,0.021567690782420573,0.24123046492144906,0.17766208358365154,0.06990336875287217,0.910409884374911,0.9511930761058475,0.010322178067427645
10007936344,0.643244233840354,0.7092784137994537,0.37320178849144636,0.736054510481531,0.5624757319251379,0.6883424934914666,0.6120944992947814,0.7530049229588901,0.5031796699081978,0.5624757319251379,0.6057350501619401,0.6187721369539552,0.6310356483527912,0.6972506962137821,0.6883424934914666,0.6803989346631155,0.6707773313010946,0.6590387161267662,0.17330565340848825,0.003656505910191327,0.02386989647360255,0.9523621672816944,0.9487777602552646,0.013113111441889676,0.7941821365770325,0.8117426675919241,0.016781830780698802,-0.02837541244274108,-0.06375189787006706,0.05620165230127766,0.7418384817937297,0.7624725032108642,0.02053402228002227
10008553263,0.3685962111857362,0.3848758871635984,0.26535918451684,0.38944170148120016,0.33450144042653823,0.3890837804374742,0.03252355245051339,0.4255714624693506,0.29922147536799115,0.33450144042653823,0.40649736147757254,0.4245578308255082,0.39055462405891445,0.3902520359449593,0.3890837804374742,0.38572670724366265,0.3795764189320075,0.37537946358714364,-0.0716405990164218,-0.026212139966256313,0.05116080075018957,0.920096338573363,0.9284105525971638,0.01242463299163872,0.22289022492547436,0.2747018191181273,0.050880162229934696,0.6128926226046681,0.673043946830006,0.034560958117516374,0.35734527383696824,0.3829735040243007,0.053929038959543055
10009662863,0.6527465584486593,0.6569641093184063,0.4902718296076961,0.6399876607260541,0.5975582510874851,0.6730776825559812,0.5279820227689562,0.674903692567885,0.5682605682605683,0.5975582510874851,0.6434552033125644,0.6665045872733554,0.664048353459795,0.6697870753825053,0.6730776825559812,0.6724851188546381,0.6709200891435848,0.6646709568204733,0.38650886388738903,0.3814683081507684,0.01961592300424652,0.9451089705609931,0.9136719412018458,0.008550241863825359,0.7784610971622489,0.723714696264339,0.02342164622812913,0.2462352716134076,0.20906179339887038,0.04635869114180079,0.8469134200729471,0.8539606751276207,0.011636321783291707
10013411946,0.5230990753430599,0.48094597830291197,0.369767716071218,0.46472229152019595,0.5413956298459369,0.5419242934394449,0.3695958392025138,0.6056909722944984,0.4814917181608197,0.5413956298459369,0.5766089382111537,0.5839539407753827,0.553083036448342,0.5431225588514726,0.5419242934394449,0.5391427281116848,0.535693415521499,0.5284188149669423,-0.13129791455949505,-0.22844135577637198,0.036380662814778864,0.9193672547801626,0.9252591007148532,0.011742234295176842,0.2454757066778455,0.24653613785626288,0.05284624801451442,0.08899337498498977,0.016957488247398404,0.06501619318667867,0.18038163617725303,0.1702369964966765,0.07722054689842334
10016382545,0.6273317650177264,0.4964880422120195,0.5619518596760771,0.47984564111559375,0.6385503956198043,0.5822845417236662,0.3830998068784156,0.6365752715985514,0.6254625233308229,0.6385503956198043,0.6050914739385571,0.610094169929108,0.6399875104079933,0.5625666425893441,0.5822845417236662,0.6023422627141691,0.6138662261479334,0.6228384118807907,0.22892159951098312,0.22319257903025383,0.03886349183902463,0.9444830148890625,0.9400080063805544,0.010351900642366862,0.5232292201500741,0.5239869628849873,0.03522121678442944,0.31194091720202066,0.29224677029750495,0.058111393992070076,0.5212318131230611,0.5330957350384523,0.03436690011173223
10031203703,0.8400152418279306,0.8113295755082414,0.5068097823607246,0.8147777927867081,0.7245041516096108,0.8297880955594548,0.4386279882830955,0.8394592499850951,0.6803989944043468,0.7245041516096108,0.7711529292985949,0.8309627856486764,0.8434065934065934,0.8265657816791426,0.8297880955594548,0.8325622920217515,0.8354390911802185,0.8380603096984515,-0.00833634200931157,0.009786141766331547,0.031805438910136416,0.9616723080984899,0.890416482901182,0.003211658516086469,0.7829880807327649,0.8806175343847028,0.015319573408659462,-0.14978115433757652,-0.1199997796425467,0.06166207342073797,0.7025539316202959,0.79249027562708,0.018992014805073724
10035917404,0.681939433971851,0.638945962605301,0.6479279986541805,0.4760572411180088,0.6781945215891484,0.6631593368954651,0.508176646171901,0.6950018557466288,0.6916931030431207,0.6781945215891484,0.6938304907761922,0.7205019873808266,0.6996698362387744,0.65612487750245,0.6631593368954651,0.666314635580985,0.6729996058336618,0.6783425500025841,0.1567136743797312,0.19630416108798202,0.038011234880123874,0.9401162703344341,0.9177006144395123,0.011384325367694566,0.4309416894501988,0.3490665987273444,0.013452405427282248,0.20127279081685615,0.24869226393502494,0.038886249033573066,0.49206862370060966,0.456570935761708,0.029821244580807305
10045181004,0.6421705522040332,0.6054505104305371,0.44831350753569355,0.6154481111364793,0.6645556224866906,0.6384341046694866,0.47009041735693896,0.6487230800301099,0.6071155752758951,0.6645556224866906,0.6711824855369557,0.665775783897294,0.655723602921626,0.6374409574557496,0.6384341046694866,0.64000065424688,0.6407413962318794,0.6423326543180634,0.2528428848057373,0.24783935949932973,0.03390529333754913,0.9540893232241472,0.9637249060735936,0.010888186238092179,0.7947947773434704,0.8395389351123487,0.03317095686738549,0.35420730414830714,0.3578974706717798,0.05884298305793333,0.7160593225141751,0.7262408313248009,0.032344580801447066
10060697266,0.86928011404134,0.7855379938216113,0.63970378809456,0.6760159792337385,0.802711647272339,0.7752405239364785,0.5993507258078081,0.7931000313785074,0.7718280176316062,0.802711647272339,0.8373493048391815,0.8574751300466754,0.8692449061126648,0.7589123665850775,0.7752405239364785,0.7929066113935087,0.8132817978700849,0.8396891175000403,0.3527299874417858,0.35967630602558115,0.01991165137768342,0.9557842030314218,0.9770710733757784,0.023056404071466904,0.824099881527047,0.8428664891869319,0.028964545666727452,0.3760530629626266,0.39726846475979094,0.05500202327246692,0.7768541197420742,0.7796092286196455,0.028563115312113235
