sample_id,IoU_AUD,IoU_IMG_QUERY,IoU_SLOT_L3,IoU_SLOT_L4,IoU_AUD_SLOT_L3,IoU_AUD_SLOT_L4,IoU_OBJ_PRIOR,IoU_OGL,IoU_AUD_SLOT_L3_A0.5,IoU_AUD_SLOT_L3_A0.6,IoU_AUD_SLOT_L3_A0.7,IoU_AUD_SLOT_L3_A0.8,IoU_AUD_SLOT_L3_A0.9,IoU_AUD_SLOT_L4_A0.5,IoU_AUD_SLOT_L4_A0.6,IoU_AUD_SLOT_L4_A0.7,IoU_AUD_SLOT_L4_A0.8,IoU_AUD_SLOT_L4_A0.9,pearson__AUD_FINE__SLOT_L3,spearman__AUD_FINE__SLOT_L3,js__AUD_FINE__SLOT_L3,pearson__AUD_FINE__SLOT_L4,spearman__AUD_FINE__SLOT_L4,js__AUD_FINE__SLOT_L4,pearson__AUD_FINE__OBJ_PRIOR,spearman__AUD_FINE__OBJ_PRIOR,js__AUD_FINE__OBJ_PRIOR,pearson__SLOT_L3__OBJ_PRIOR,spearman__SLOT_L3__OBJ_PRIOR,js__SLOT_L3__OBJ_PRIOR,pearson__SLOT_L4__OBJ_PRIOR,spearman__SLOT_L4__OBJ_PRIOR,js__SLOT_L4__OBJ_PRIOR
-0BIyqJj9ZU_000030,0.299209068494028,0.25156669650850494,0.15300105946842324,0.22160024650780608,0.2170293438839433,0.30645869070890014,0.42272030651340997,0.34181855912565284,0.19162458864018891,0.2170293438839433,0.238577648766328,0.2633919054724853,0.28333437911777626,0.2886131142042596,0.30645869070890014,0.3153341175577733,0.3153704837721984,0.30554434127304536,0.2104861113975317,0.21273241984994887,0.03042574918344078,0.8825017614076243,0.9307597809623727,0.019421201158362836,0.8509804154427041,0.8596073923314766,0.007054282861635766,0.02977485657246796,-0.004813510207538149,0.03452711553698615,0.7372127942278788,0.7537261615394273,0.03197807963781224
-0UuUoXQUoI_000107,0.6284455632473254,0.500818094321463,0.2539492458214431,0.39546014939444485,0.5022912546428054,0.5467828041584715,0.2959703984477235,0.45500074378935884,0.4584600882642787,0.5022912546428054,0.5296235505903532,0.5749415887850468,0.6125153374233129,0.5150679117147708,0.5467828041584715,0.5806630986307083,0.6018512262684954,0.6203800786369593,-0.010285299781833441,0.06445856414349237,0.037350869572896725,0.9248041522213191,0.9698904276065781,0.050425782744714424,0.7779959390095358,0.7732322594938498,0.012143107380731401,-0.09138572437925381,-0.017587783142934483,0.046310355121977335,0.7101091846363211,0.8219682801395792,0.06410554001503488
-2-wdcN5vOw_000017,0.6180354539500095,0.5655701148937073,0.6366956098352674,0.3584955929042428,0.6756447587354409,0.46691501044335826,0.3897850673635831,0.5247595067467234,0.6652885728460394,0.6756447587354409,0.6776055719395119,0.6515141962465586,0.6165143809744877,0.4396303590365096,0.46691501044335826,0.49943226856910256,0.5332721921255812,0.5754364354585227,-0.03393883488149133,-0.11578328919462574,0.02827978145866443,0.9575604246695031,0.9950049381275653,0.022907385040250527,0.7067011152688886,0.6876508932108915,0.023948345854174744,-0.3578790230179747,-0.47142507384212384,0.07183228954665355,0.7013423758571035,0.6938996846080381,0.036556607516550876
-23CeprtibU_000030,0.35660546925150854,0.3180734517795311,0.32581610635484093,0.19735415311212318,0.45558327921523056,0.3471324717285945,0.3822492636051958,0.39265782767186036,0.4835533935603428,0.45558327921523056,0.41411821588299286,0.37115177610333694,0.36039341191163843,0.3378173268652719,0.3471324717285945,0.353188036818398,0.3578853337664447,0.3573689028377141,-0.336372969791111,-0.32739960302583576,0.026959597584575643,0.8816635316278315,0.8840940244634758,0.011172541535203145,0.7876689157316668,0.8229381947783989,0.01648255660539196,-0.305685374160191,-0.292583722523992,0.05790822458278587,0.7666910778750291,0.7786704188488303,0.01536274667024189
-2Dm0VjW8oM_000001,0.5905244122965642,0.5328180918297418,0.37448182397959184,0.46594997248910147,0.5082350402761795,0.5160258940554195,0.5322961463867105,0.5793792781580585,0.4369856151148644,0.5082350402761795,0.5935412424534705,0.5980859541767468,0.5997726384596256,0.5056895584582098,0.5160258940554195,0.5287432117920869,0.5454891511229539,0.5659542835904107,-0.48823963573614937,-0.3983940214630788,0.041510824938534245,0.9357430966924802,0.9604672147989003,0.04157543706086343,0.9555381119816938,0.9584883132151294,0.019096070268771068,-0.5381936175131289,-0.3797809679443649,0.09819912151697481,0.9251715147202021,0.9367616366263923,0.020078760851085804
-2sOH8XovEE_000484,0.15380407338831847,0.12690531578764627,0.053978656511535224,0.1923987998104964,0.10455036338694142,0.16776059117822556,0.20038377192982457,0.1596767147225863,0.08835062821778217,0.10455036338694142,0.11816242079399975,0.13903153410171554,0.15227897675193733,0.17156402553511077,0.16776059117822556,0.16415162130602712,0.16014546729176707,0.1568131113780676,-0.004541272728318753,-0.06738117858153404,0.036172961941891915,0.9730905082346548,0.9821391396611898,0.008525563606820654,0.9405981016264063,0.9462949536410517,0.008689685473704557,0.049747084465384644,-0.021838989692589825,0.05291889950481225,0.9481918886633689,0.9515862742120927,0.007001385881055208
-3Kv4fdm7Uk_000030,0.21268510538274701,0.4332801276935355,0.1422172159061141,0.7984952567877004,0.31044144556267156,0.6248848987108656,0.2927117841930904,0.26331360946745563,0.23877380481154067,0.31044144556267156,0.29574549218281854,0.26119797931200384,0.23218715251047814,0.7144361100144756,0.6248848987108656,0.4231488698363211,0.310388199645532,0.25477497770894925,0.0838155633877403,0.1801858756092234,0.025256501137915437,0.8353799225723492,0.9536892230338733,0.06083886511027488,0.7228351909797868,0.7031769982005794,0.02244097327973486,0.3084300492258939,0.3263885309996942,0.04442718193621174,0.6333913534385655,0.6694490019454046,0.06462878873887173
-4bPiXbovf0_000008,0.3683596786732314,0.49113375243876,0.11259828933422071,0.5634868660408936,0.2857662794577053,0.48084477101529643,0.7401919732010565,0.5110013669033027,0.219044224657697,0.2857662794577053,0.32585160562349424,0.33646047693983777,0.3429704528941632,0.5167809088601167,0.48084477101529643,0.4514501891551072,0.4233352523507964,0.39548718670796956,-0.08073235549727431,-0.06761705115345581,0.038509172809484515,0.9167543674046713,0.9671281748279442,0.02308574218150812,0.8158237290289416,0.8429169057558054,0.02684120498843958,-0.1908887795413547,-0.05801349024093811,0.08809676178699252,0.8761588886293166,0.8698453309964442,0.01804272469157915
-5CGQGSFGyg_000060,0.2660986547085202,0.42615760713258555,0.12123330420671577,0.692010692010692,0.41243243243243244,0.5562793371012549,0.40824329731892756,0.35866279772699794,0.28509207189326274,0.41243243243243244,0.39558516723871057,0.3419975793902369,0.2941555544539731,0.6016733742851091,0.5562793371012549,0.5001272804412389,0.43401888311498205,0.34294630988845864,-0.2675385233999783,-0.2463017354054582,0.036153216738422644,0.8749472672460707,0.9228509453170735,0.05690647290814352,0.8962913289935617,0.9117657834265273,0.010939920485624578,-0.3649465728218879,-0.25983851388088386,0.0660593438949739,0.8842730044956196,0.930823316583268,0.033341072476011334
-5z9IXBJefc_000227,0.23364234851538357,0.272206463095834,0.13008564068048367,0.26996999432325036,0.20138496325607688,0.29124657808639914,0.1534697508896797,0.22880606908742726,0.18791998146288716,0.20138496325607688,0.1985554910685497,0.2069018700597648,0.21673700135361096,0.29863286812873824,0.29124657808639914,0.2820368282600526,0.271177565743542,0.2581447006558071,-0.13559547797683344,-0.09450981440382875,0.03158414481925925,0.8749692952791235,0.9502095055993178,0.11946660276649826,0.45449271769513966,0.5173970130537646,0.029935796870321392,0.08162450317044971,0.03303905994439046,0.052606538164665276,0.18280026248091122,0.47602156276890245,0.175907929797464
-79qo5MUYBk_000207,0.312241923730872,0.33263403263403263,0.2253811659192825,0.28113839898906656,0.2816835645677695,0.31944719439274544,0.3021586023964145,0.31863412590342516,0.2680951746201013,0.2816835645677695,0.2874208962934263,0.2916704903490257,0.3035730303483331,0.32428846565375563,0.31944719439274544,0.30872170200552507,0.31037739030724093,0.31290797388967106,-0.26249209200562884,-0.2612332188304389,0.04643292559668254,0.8430083179071177,0.9553831748678682,0.04787223528883541,0.9324792397664745,0.9544669439513762,0.011201973495987463,-0.30562185390118485,-0.23885702569454115,0.07841502486822266,0.8802956544776782,0.9375184470417023,0.027368108899133797
-7TanrCbmME_000030,0.3091935329570458,0.3003360041354355,0.19188970389814292,0.3765604424545694,0.292176281960328,0.3618509777478085,0.034813104097168764,0.2839307741187904,0.27121016660719677,0.292176281960328,0.30065113587035164,0.3044947516373097,0.3081559615746845,0.3713053913507267,0.3618509777478085,0.3470532841560072,0.33479059515062454,0.3226260821767212,0.11616112693555558,0.07035159309230407,0.028891554615591994,0.9487368240933685,0.9845282667883455,0.01681740516178694,0.6853181500185188,0.7340523475021501,0.024834515362144777,0.14034671300251358,0.11574576861214064,0.05545268561168405,0.6095479039951026,0.6804423933885069,0.03737347853268885
-7sg--aJdrc_000049,0.39946166157427615,0.30182654672800935,0.41584766584766586,0.113504455162266,0.41307156428119063,0.35067586377555754,0.09781289860933952,0.3603247573729064,0.41044265101491806,0.41307156428119063,0.4107747485641193,0.39757052169347523,0.3975383286547182,0.31988076897313955,0.35067586377555754,0.37600361868144294,0.4049060377954414,0.406182294553333,-0.18627631881908596,-0.21084859443295653,0.015331333339300908,0.848546950969197,0.8782384606454455,0.013072904742869342,0.45346565641916964,0.46496613425636774,0.02698616580315094,-0.09002916020398616,-0.04824599040826156,0.042351894513522184,0.37654666611095416,0.33065428020703386,0.04064764844596812
-7tYmeOmsRg_000058,0.12137356261208988,0.1536463603858868,0.11020906674330053,0.528886938715811,0.17775193798449612,0.19511438198262104,0.13472811805134424,0.12094215924711854,0.17326807228915664,0.17775193798449612,0.1573525888915506,0.14075977243530924,0.1276029391376681,0.2240016638935108,0.19511438198262104,0.16857876066118196,0.14885634359058747,0.1310911851491105,-0.12252615055788574,-0.05914938039667059,0.02007500194074096,0.9040546037440423,0.9707534808155666,0.01679756766929885,0.4425764154415861,0.3578738164207879,0.015066024664863282,-0.5212144859597632,-0.4128357005311625,0.04030681577690241,0.36434941047093916,0.3305080724490158,0.03819880538373306
-7tYmeOmsRg_000180,0.20510733543595483,0.3071050171392957,0.10792868997269661,0.29104138244656663,0.27713042257475784,0.35203980099502485,0.11788660332045525,0.27155715571557154,0.22757803239826155,0.27713042257475784,0.2819581017528858,0.2705281548179008,0.24672622690001225,0.3535784635587656,0.35203980099502485,0.3257668711656442,0.297665819274324,0.2649600844494293,0.013321854786020694,0.0267929348526318,0.0330701122972162,0.8517143326906134,0.933248440063159,0.04075029183623053,0.4317062759979443,0.2844938605129545,0.04387389749146155,0.1657221294057302,0.13389197445026582,0.05517099240461068,0.6633581200140252,0.40904959286434056,0.06029097191103097
-86gl1hp1Aw_000105,0.5758606034849129,0.604832141887612,0.26413777633776137,0.7012601927353596,0.4417517858335002,0.6969745908699397,0.7004938772748799,0.6670052824055263,0.3650469121971713,0.4417517858335002,0.5618353847442016,0.607777677524136,0.5907760842031707,0.7102845619538427,0.6969745908699397,0.6672578029995947,0.6398983603413558,0.6108416806417984,0.18379435757615945,0.05905423505716832,0.03290782595633074,0.9405981315982062,0.9780613176657552,0.050174551137408985,0.9041719266015991,0.9122207008236973,0.016346169414291664,0.1549652300591073,0.0837761594070445,0.06363006109628525,0.8725481831797598,0.8944216177696157,0.04081982132844662
-8cgbhIR_pw_000030,0.31353276353276355,0.2776282521817144,0.13101364223618805,0.13622852171391286,0.346797225622195,0.35341062280938257,0.6745941864854662,0.38832666509767005,0.3116062711767071,0.346797225622195,0.3449373920552677,0.3256479807112718,0.31649360057957016,0.3668622362631163,0.35341062280938257,0.3397782933745811,0.3276604165635977,0.3159870734721034,-0.3555558604509559,-0.4036301552606584,0.039522923633432544,0.9107390113269672,0.9276472725670128,0.019160488724274775,0.7492097056897,0.7568608849875939,0.031139491334521104,-0.3751122680225608,-0.38263222601938257,0.08878912810253739,0.5641179719657233,0.6121747563561656,0.04909723102168387
-A3zsFeU_OI_000030,0.14834959518372431,0.1757566823899371,0.07654550946435763,0.33886847905951506,0.12366366165085961,0.18895276180954762,0.15663498768039422,0.1402000271530072,0.11212743450936469,0.12366366165085961,0.13494733762434172,0.14050850697763334,0.14555788455336988,0.20496232048912272,0.18895276180954762,0.17441924626165645,0.1628239940755369,0.1541135573580533,0.14311642051229354,0.0334140512051673,0.04004881359503816,0.9207083497820748,0.9767108274512407,0.031029088478463925,0.888711050479979,0.9101945257380272,0.011269015965277112,-0.025122977886419193,-0.00735561800949906,0.06798241406930486,0.8688950932652099,0.9049956517661134,0.028248904701016583
